artist_id,state,country
ARWDJEX1187B98D52B,,Germany
AR66PLO1187FB4C8E5,Illinois,United States
ARPVK2A1187B9B0800,Florida,United States
AREH7LP1187B9B7164,California,United States
ARZMWNY1187B99EBF1,Rhode Island,United States
AR0KBXO1187B996460,Iowa,United States
ARRKEVZ1187B99E837,Illinois,United States
ARI5OQ71187B9AC049,North Carolina,United States
AR6HXY21187B9B3FBA,North Carolina,United States
ARRIZSL1187B9A0ACA,Wisconsin,United States
AR2NPR31187FB4F397,Pennsylvania,United States
ARN6EWN1187B9A4600,Texas,United States
AR4PQ891187FB5CA9F,New Jersey,United States
ARTHWIZ1187FB4258D,,England
ARLJ6RH1187B9AC0CF,California,United States
ARPVUEN1187B9A9ECD,Idaho,United States
ARVNM8N1187B9A5F2C,Texas,United States
ARDE7I31187FB43352,,Cuba
ARPKELM1187B9A28A7,New York,United States
AR4WS1U1187FB5B02E,Tennessee,United States
ARI743F1187B9AE967,Maine,United States
ARDPZFB1187B9A91C3,,Canada
ARGHBVV1187FB4D57A,North Carolina,United States
ARJ8IIY1187B992734,Pennsylvania,United States
AR7ICFK1187B9955FF,Arkansas,United States
ARSPQ0H1187B999944,,England
ARLNPDY1187B9B6D7F,Wisconsin,United States
ARZL6CE1187FB3F264,Florida,United States
AR0CGJE1187FB3B1A5,California,United States
ARIWN3F1187FB3E37E,California,United States
ARHFE431187FB49B56,,Sweden
ARUFQKZ1187B98A3D6,California,United States
ARUHYH21187B98BA89,,Canada
ARXGICZ1187FB444DD,Minnesota,United States
ARAKNH61187FB3B700,Virginia,United States
ARF7AAU1187B9972C4,Texas,United States
AR3VK5C1187B989C63,California,United States
ARF8VH41187FB3DE67,,Poland
ARBOO001187B995EF6,Michigan,United States
ARVJBQA1187B9B7481,,Sweden
ARU37FJ1187FB5B7FC,Georgia,United States
ARHAMGQ1187B9B6491,Texas,United States
AR7M2WZ1187B98A517,Tennessee,United States
AR5OOGN1187FB3D7CC,New York,United States
ARDJZ181187B9B7FBF,California,United States
AR42JAD1187B9B19E1,,Spain
ARCHCB01187B9AA577,Texas,United States
ARCMOUY1187FB46CFC,Louisiana,United States
AR2W4T81187FB410A7,,England
AR4QPFH1187B9A4EE3,Arkansas,United States
ARJSCWB11F4C8489A9,Tennessee,United States
AR1LIGG1187FB3BAB8,,Switzerland
AR7KPL81187B99A5CF,Georgia,United States
ARNEL2O1187FB4421A,Mississippi,United States
AR9P3CV1187FB51071,Massachusetts,United States
AR7RTGF1187FB38793,Illinois,United States
ARAN38V1187FB4C4EE,Utah,United States
ARV7EVJ1187FB552BB,New York,United States
AR6EVQA1187B9AA1DF,,Jamaica
AR4JL9A1187B98C936,Alabama,United States
ARCPAUB11FF10D8539,,England
ARM6D9O1187B9ABC29,Texas,United States
AR3GWVU1187FB3A9A2,,England
ARM43ZS1187FB3A1B0,Massachusetts,United States
ARF69SG1187B9B341D,,England
ARXFMP01187FB40768,Tennessee,United States
AR3Q5S1119B8667D9A,California,United States
AR6N1S71187B9B4BF6,Ohio,United States
ARL68US1187FB3DE5E,South Carolina,United States
ARQWVYX1187FB4AD50,,New Zealand
ARDE2EP1187FB5CCD2,,Canada
ARORFTD1187B99F7D4,,Taiwan
ARPLBUB1187FB49AFF,,Algeria
ARY9QEV1187FB3E2E6,Missouri,United States
ARHE4MO1187FB4014D,Kentucky,United States
ARBCUNV1187B98A9FB,New York,United States
ARV2AKI1187B9A894C,Texas,United States
ARP9D5J1187B9B2399,Arizona,United States
AR4BDNG1187FB44870,,England
AR0SRVL1187B98A9C3,Texas,United States
AR2TFDC1187FB45779,California,United States
AROL3ZS1187B98A0A4,New York,United States
ARS8OKU1187B9B63D4,Georgia,United States
ARVH6PU1187FB46B3F,New York,United States
AR49A9P1187FB3BBBF,Florida,United States
ARMWZF41187FB387F9,Mississippi,United States
ARPANXO1187B9B468A,New York,United States
ARDQ9AP1187B9BA3F6,Massachusetts,United States
AR5GLIU1187FB4638A,Tennessee,United States
ARTIHCD1187FB4FC8D,,Jamaica
ARPBATN1187FB3AA40,Pennsylvania,United States
AREACYD1187FB566DE,,Ireland
AR7G7531187FB467D4,Texas,United States
ARIR1PS1187B9AFFFA,California,United States
ARJWNUT1187B9907B5,,Senegal
ARC1SV21187FB4CF26,Illinois,United States
ARGEQZ31187B992EEA,Kentucky,United States
ARNLTB01187B9AE52F,Washington,United States
AR01WHF1187B9B53B8,,Japan
AR32RXI1187B9BA168,Indiana,United States
AR5YX9D1187B9A18BD,Louisiana,United States
ARQJ9VM1187FB420BE,,Scotland
ARIHE7O1187FB47DED,,Georgia
ARHPPJK1187B9AC897,,Scotland
AR4N02T1187FB432DC,Texas,United States
ARSHA481187B9ACD16,,England
AR0RWAM1187B997087,Pennsylvania,United States
ARW5C9D1187FB414A2,,Norway
ARBUV6L1187B98B8A9,,Norway
ARF5FI71187FB4B9AE,,Nigeria
AR679BF1187B9B1CA6,,Germany
ARCSNE11187B9B9F9F,Michigan,United States
AR2LD9T1187B989707,Pennsylvania,United States
ARJB44G1187FB4DA78,,Germany
ARBWLLH1187B99497C,,England
ARA60601187B9B16A4,Pennsylvania,United States
AR5YMAY1187B991CAA,Texas,United States
AR7NQDM1187FB3BEAA,Georgia,United States
AR0PLR91187FB3F758,,Norway
ARUBDBK1187FB4D1B3,,England
AR4WHYC1187B9896E7,New York,United States
AR4CNF81187FB3F730,Michigan,United States
ARW1O191187FB4C28F,California,United States
ARDXS1J1187B99388C,,Mali
AR3K1T51187FB4042A,North Carolina,United States
AR3VF281187B9B4451,,England
ARFTY461187B9B6ED9,,England
AR7AA2D1187B98B415,California,United States
AR8KSRB1187FB3D73B,,France
ARKSO9A1187FB44956,New York,United States
ARFZYJW1187B992848,Mississippi,United States
ARKJHKX1187FB5AEE5,Louisiana,United States
AR456541187B98F3DB,California,United States
ARNF13I1187FB562A5,,England
ARWU7GS1187B996D7B,Georgia,United States
ARWQ4AM1187B9AD5F8,New Jersey,United States
AR3OGLT1187FB43A94,,France
ARYQ8281187FB58C34,,Switzerland
AR05OG01187B9B8A98,Pennsylvania,United States
ARJM0511187FB51514,,Jamaica
ARGYVSP1187FB445BC,Pennsylvania,United States
ARMA4H21187B9A5F4E,,Ireland
ARSEOQC1187B9BA087,,France
ARB67MC1187B98A3E4,Tennessee,United States
ARTVG9Z1187FB3F5FD,Illinois,United States
ARBPLSC1187B9B1821,Massachusetts,United States
ARTLZQW1187B9AC583,California,United States
ARDVSDB1187FB40D8A,Illinois,United States
AR4F9LJ1187FB44370,Michigan,United States
ARW5QWS1187FB57C1B,Texas,United States
AR5GMS71187FB4DDF5,Oklahoma,United States
ARCCX2V1187B99DEE6,Alabama,United States
AR4R0741187FB39AF2,,England
ARTFY1X1187B9AFF88,Arizona,United States
ARKGJMU1187FB52A3D,Washington,United States
ARQM64G1187B995280,Georgia,United States
AR7ZG4M1187B9A0B7C,Georgia,United States
ARIM16L1187B9A1BC3,New Jersey,United States
AR3O0021187B999BC8,Iowa,United States
ARVCRPA1187FB520B7,California,United States
ARZCUK61187FB411EF,Iowa,United States
ARK7ZPW1187B99C170,New York,United States
ARLO7621187FB387FB,California,United States
ARZRSDP1187B9ACFF8,New Jersey,United States
AR4Y25S1187FB524CF,California,United States
AR7BRPP1187B992AC1,,Canada
AR6W6KQ1187B9AAA53,,Finland
AR6BUYW1187B98E221,Mississippi,United States
ARVGPOM1187FB55737,Pennsylvania,United States
ARGQLD71187FB3D501,,England
AREM2UI1187FB3F99D,California,United States
ARPDVPJ1187B9ADBE9,Georgia,United States
AROZCOF1187B99B454,,England
ARRWQW61187FB5B301,Texas,United States
AR4K2P91187B9B2B35,Mississippi,United States
ARHQBRZ1187FB3BDA2,California,United States
AR83LT51187FB3E073,New York,United States
ARDBRC81187FB49B20,Texas,United States
AROB4HO1187FB46CD9,Ohio,United States
ARQ1QGC1187FB4D088,California,United States
ARDS80Q1187FB52D1A,Arkansas,United States
ARXU7R61187FB3B674,Texas,United States
AR003FB1187B994355,Missouri,United States
AR70XXH1187FB44B55,,France
ARLF0QY1187FB4FDCC,,England
AR1QF001187B9B2B9F,California,United States
AR1WMB11187FB3D8A1,Connecticut,United States
ARBLQ1B1187B999444,California,United States
AR7V22R1187FB41F76,New Jersey,United States
ARW27IA1187B9AE278,New York,United States
ARS8X461187FB36709,,England
AR2GNDZ1187FB3D701,Georgia,United States
ARWONOR1187FB3817C,,Canada
AR4TOWV1187FB53A21,Michigan,United States
ARWNAUJ1187FB560C7,,England
ARWP3XJ1187B9A1F72,Pennsylvania,United States
ARVQQI41187FB3F504,,England
ARXJU0S1187FB3BD71,California,United States
AROQHYU1187FB371B4,Pennsylvania,United States
AR6RXJD1187B9B8B23,Colorado,United States
ARRQWQW1187FB49844,California,United States
ARNARI81187FB3C9A7,,Brazil
AR2O4CE1187B9B7C7A,California,United States
ARD8TVE1187B9A90C5,,England
ARALEAC1187B9902A8,,Ireland
ARSVQQD1187B9908EB,,Finland
ARZQSNO1187FB5BBAB,North Carolina,United States
ARLNQBR1187B9B9C4D,Texas,United States
ARXPE8V1187B99AEC9,,England
ARA4Y4F1187FB4275C,,Jamaica
ARB9TN21187FB568DA,,Spain
AR6QCJA1187FB56BE8,Texas,United States
AR62DYJ1187FB4F833,Washington,United States
ARWDRZU11F50C49720,,England
AR4J4EW1187B9AB9EF,New York,United States
ARF63H31187B99B9FB,,Chile
ARMRQF21187FB54D89,,Zaire
AR2TDYB1187FB3A658,,Norway
ARVEOEX1187FB4E113,Illinois,United States
ARX5KSY1187FB3CBDC,Florida,United States
ARV5VTU1187B991858,,Canada
ARX395D1187FB41D91,,Iceland
AR9FA8K1187FB3B0EC,,Germany
ARIIEQL1187FB5CE68,Nebraska,United States
ARR5MU01187B98CA67,New York,United States
ARGRHGG1187B9AFBB7,,Australia
ARS73GR1187FB4AE00,Michigan,United States
ARMH4YI1187FB3F45E,Georgia,United States
ARA7BQL1187FB5B562,,Tunisia
ARFYKUO1187B98D941,New York,United States
AR5MDTR1187FB38653,Illinois,United States
ARS8KBY1187FB4BC7E,Pennsylvania,United States
ARTRM9Z1187B993845,Wisconsin,United States
AR3KGPQ1187FB53C84,California,United States
ARIIMPS1187FB4CD03,,England
ARX7H851187B9ACA90,California,United States
AR4SAQC1187B99A80F,Pennsylvania,United States
AR0WAW61187B98B7D7,New York,United States
ARES2PA1187FB38083,Missouri,United States
ARD2HR71187B99548F,Alabama,United States
ARRVS341187FB4C1C6,Illinois,United States
ARLYUP11187B98B92B,Georgia,United States
ARTOJHO1187B9B8FF9,Texas,United States
ARYYI3A1187B98CD79,,Sweden
ARY6EBA1187B9AD525,New York,United States
ARNXNH81187FB52EB5,Texas,United States
ARZU1J91187FB46B79,California,United States
ARAYMO31187FB467AB,Michigan,United States
ARSS4I01187FB400D9,Massachusetts,United States
ARG1CP41187B9B7A2D,,Sweden
ARRZFUG1187B98AD42,Virginia,United States
ARM45MX1187B9996C2,Pennsylvania,United States
AR4FVK41187FB4BC83,California,United States
ARZ02CL1187FB3EA58,Alabama,United States
AR3G8V71187FB3A377,Georgia,United States
ARGU9761187B9B8C2A,,Japan
ARPR25G1187B9B1325,Tennessee,United States
AR14LJF1187FB38AD6,California,United States
AR0LFJ41187B9BA10E,,England
AR1UUWB1187B997F2F,,Ireland
ARS3OCH1187B999A7F,Mississippi,United States
ARKMSNH1187FB44DEB,Florida,United States
AR3OYPP1187B9952E3,,Ireland
ARK9L321187B9B5481,California,United States
ARZYRP21187FB53526,Texas,United States
ARXK4ZA1187B99753A,,Italy
AR6UVLC1187B9B4D4C,Michigan,United States
ARG81VK1187FB401BF,Massachusetts,United States
ARB9WJ11187B98BF17,Massachusetts,United States
ARRXD651187B9A3358,,England
ARHVDSM1187FB4EBE4,Alabama,United States
AR44YO41187B9B3B18,,England
ARRBF3M1187FB4D59F,California,United States
ARKEFM61187B9A8202,Texas,United States
AR720OJ1187FB37F6C,,Mexico
ARCN2E51187FB3FF4E,New Jersey,United States
AR7K61O1187FB57AA4,,England
ARCBX6B1187FB5AB20,New York,United States
AR5PXY21187B9A5ACC,Pennsylvania,United States
ARV1T931187B9A6CCF,Alabama,United States
AR2G8UI1187FB3F33C,Alaska,United States
ARGSFKD119B866928A,Massachusetts,United States
ARZGUC81187FB4D4FC,,England
AR6AQ5Z1187FB4D187,Washington,United States
ARODBRG1187FB3FD99,,Australia
ARAVWPR1187FB4736D,California,United States
AR0B6VD1187B99C293,California,United States
ARGUACZ1187FB3F35C,Indiana,United States
AR3ZQLW1187B992D15,Illinois,United States
AR6ZUYX1187FB5C481,Michigan,United States
AR7GVOV1187B9B5FF1,Massachusetts,United States
AR0X0NS1187B9B3106,California,United States
AR9NG3Y1187B9895EE,,England
AR6BKNZ1187B993CBA,Florida,United States
AR4YS3S1187B9ABC45,California,United States
ARZ2SGB1187B999C50,,Norway
ARE3DMW1187B99C594,Massachusetts,United States
ARP3XW41187FB40636,Tennessee,United States
AR8MQNA1187FB45F93,Massachusetts,United States
AR7AG4Q1187B98E1E1,California,United States
ARTQ1PA1187B9B7138,,Slovenia
ARZJ0MX1187B990785,,Austria
ARU62HN1187B98E0A1,,Canada
AR8Y9QU1187B99E181,Washington,United States
AREB8361187B9B5FE8,,Jamaica
ARQ6GS11187FB5CDBD,South Carolina,United States
ARY3QKC1187FB4093C,,Argentina
ARDBMB01187B9B240C,,Scotland
AR1HSKK1187B9AC833,California,United States
ARDPFGP1187B98A58A,,Sweden
ARGM4PB1187FB3DEFB,,Spain
ARZJRXR1187FB3CF96,Illinois,United States
AR1F7A61187B99F6EA,,Jamaica
ARIGX341187B9B15CC,,England
AR86RD61187B9B6F6D,Pennsylvania,United States
ARDBVCN1187B98CAF1,,Ireland
ARMKBL21187FB38230,,England
AR2OXSS1187B98FB72,Illinois,United States
AREVN1B1187B9944B2,California,United States
ARSRSPK1187B995ECD,California,United States
ARUDY181187B9B5F49,Texas,United States
ARIA72Z1187B9B05A2,California,United States
AR9HE7H1187FB4668E,Louisiana,United States
ARW6LIW1187B9966CD,Missouri,United States
AR96V8H1187FB395B7,New Jersey,United States
ARQILMW1187B9890DA,Tennessee,United States
ARZ9HDR1187B99736C,Florida,United States
ARPYH891187B9AA43D,Ohio,United States
ARLQ4CK1187B9B748F,Michigan,United States
ARDTECS1187FB538C0,New York,United States
ARDZZUR1187B98A143,New York,United States
ARJT58W1187B98D43B,,Sweden
ARXA17J1187FB3B507,South Carolina,United States
ARO9ZL51187B9B50D9,Pennsylvania,United States
ARA2ZTN1187B98E3ED,Ohio,United States
ARJPUZC1187B99A8F6,,Jamaica
AR5IZ9I1187B9A57FD,New Jersey,United States
ARY5CZT1187B98C902,Louisiana,United States
ARDJL6E1187FB56781,,Japan
ARZVTZN1187FB579D4,Texas,United States
ARLZ3CF1187B98BD56,California,United States
ARMZIKF1187FB46B0D,California,United States
ARN3I151187FB41637,Pennsylvania,United States
ARUUKVP1187B9AF57D,,Australia
ARBTX261187B99255D,,England
ARC5EHQ1187FB4834F,Pennsylvania,United States
ARZ5RL71187B98E5B0,,France
ARMUHCI1187B9B267A,,Canada
AR82TX41187B9AF3E6,California,United States
ARUTEVU1187B9ACAF9,Florida,United States
ARRWGLQ1187FB4CCEE,Ohio,United States
ARKA1JX1187B9ADD1E,,England
ARU75JD1187FB38B79,Maryland,United States
ARTMP681187B9B77CD,,England
ARDBM921187FB50600,Massachusetts,United States
AR92C2I1187FB4161C,California,United States
ARNA0AZ1187B9AE478,Illinois,United States
ARO1M7J1187FB3CC54,,Australia
AR5GPWY1187FB52289,Tennessee,United States
ARZ04OU1187B9893A0,California,United States
AR2SMD91187B9B0582,Massachusetts,United States
ARAY6DS1187FB531D1,Louisiana,United States
ARO15A21187B9B6388,,Scotland
ARG21NE1187B9A910E,,England
AR9CHCU1187B9A2317,Indiana,United States
ARCK8751187FB45613,Ohio,United States
ARWBN9B1187B988B95,,Germany
ARTXVGO1187FB5411B,Kansas,United States
ARMLZE11187B9B34D3,,England
ARUIL2C1187FB4DA01,,Germany
AR966X21187B9AC463,New Jersey,United States
ARH1N081187B9AC562,,England
ARIQC381187B9A825E,,Brazil
ARFEBK11187FB5C40B,Massachusetts,United States
AR51M6R1187FB4D086,West Virginia,United States
ARC0E821187FB5C9F0,Georgia,United States
AREP8SG1187FB3C6EC,Virginia,United States
AR1B3281187B9B21AC,Arkansas,United States
AR7JGAQ1187B9AC3C3,,England
ARP2SG11187FB5A81B,Pennsylvania,United States
ARM96381187B98F770,Arizona,United States
AR1B8UT1187B9B85B6,,Canada
ARRR4Y81187FB524CE,Louisiana,United States
ARLI9NJ1187B9911FB,,Japan
AR5IPD21187FB5CCC6,Texas,United States
AROUAIO1187FB37410,,Italy
AR7P7DC1187B9999D1,Washington,United States
ARDS81Q1187B989358,Florida,United States
ARTJ9GZ1187B9B46DE,Illinois,United States
AROHF331187FB52FD9,Louisiana,United States
ARLZLMN1187B9AD1CB,Massachusetts,United States
ARBU9P41187FB48686,Indiana,United States
AR1Q25M1187B9B0D73,New York,United States
ARP28RX1187B9AF6C4,California,United States
ARWD3OC1187FB3A666,,Australia
AR40YBH1187FB38A1A,Tennessee,United States
ARUWNJ31187FB4D031,California,United States
ARR7YYN1187FB5C015,Texas,United States
AR2NCM21187B991D45,Ohio,United States
ARGZ09T1187FB4A74E,California,United States
AR2EBHX1187B9B5DE0,Kentucky,United States
ARP7Y6F1187FB3BB9A,Tennessee,United States
ARTKU4Y1187FB3BEA6,,Japan
ARJJTP11187FB4F9DD,Missouri,United States
ARUUP4L1187B9B72EB,California,United States
ARHTAPO1187FB5AADE,,England
ARRN62Q1187B9A696D,California,United States
AROVZAK1187B9BA3F7,Massachusetts,United States
ARVZ8481187B98CB6E,,Germany
ARTZNWO1187B9B2AB1,Wisconsin,United States
AR3NJNQ1187FB3BF84,,England
AR22IED1187FB52820,Illinois,United States
ARJ8XFJ1187B9AF608,,New Zealand
AR18R7P1187B9A9570,,England
ARI3JVB1187FB40E94,,England
ARHXLEE1187FB38F4A,,Northern Ireland
ARD1ECA1187FB3D4E8,,England
ARQ5DFQ1187FB53308,Tennessee,United States
ARQR6U21187B99E8DC,Pennsylvania,United States
ARVGUIF1187FB3DFF2,California,United States
ARAMN7C1187B9AC27B,,Australia
AR3FXGW1187B99067B,,Finland
ARSPVDV1187B996BCA,Connecticut,United States
ARDC3571187B9988E1,California,United States
ARCNOK81187B98CA3F,,Jamaica
ARYZAE41187FB46A50,New York,United States
ARI6CSW1187B9AF09A,,Germany
ARSGVVF1187FB46149,Oklahoma,United States
AREFZF31187B998A93,,Canada
ARXPDRB1187B9AD0B1,Illinois,United States
ARVODWZ1187B99E831,California,United States
ARPH1W61187B9B4CD8,Oklahoma,United States
AR76YOD1187FB46B24,New York,United States
ARNY31T1187B9B9CF8,,England
AR4W2E01187FB416AC,,Canada
ARD6L7O1187B995ADA,,England
ARPTWKQ1187B9B5634,Mississippi,United States
ARP5MSK1187B99A54C,Mississippi,United States
AR9KQMJ1187FB577BE,Tennessee,United States
AR0HQE41187B9A28D3,California,United States
ARROO021187B9B55CF,,Sweden
ARSOQF31187B9B1471,,England
AR717F91187FB5CA21,Florida,United States
AR390H21187FB3F592,California,United States
ARBSRHV1187FB47B3D,New York,United States
ARCA2Z81187FB3ED01,,England
ARC1WKD1187FB5A532,,Mali
AR1ZP9M1187FB4DE9A,Georgia,United States
ARQDQ231187B9AC20D,,England
ARSNS0H1187B996ECA,Washington,United States
ARV21JS1187B99E516,New Jersey,United States
AR5JDDD1187FB460C4,Texas,United States
ARAB79K1187B99D3EC,,Sweden
AR4QXGK1187B98FABD,,United States
ARD8QWG1187B9A5797,New York,United States
ARUEYGC1187FB3D94B,Illinois,United States
ARHKS0J1187B9A4D51,California,United States
ARGY93Y1187FB4E518,Mississippi,United States
AR2Y5PL1187FB58AA7,Pennsylvania,United States
ARCLJQZ11E2835CE37,California,United States
ARHJ5XO1187B997589,,Germany
ARYBUAO1187FB3F4EB,Illinois,United States
ARWR9XI1187FB56AF9,,England
ARS38LM1187B98BBAD,Kentucky,United States
AR5Q1031187FB5419C,,England
ARXO8BW1187B9A3F83,,Turkey
ARJJAUD1187FB48BF3,Kentucky,United States
ARV7KUA1187B9940D0,,England
ART86601187FB3E744,New York,United States
ARHYUI71187FB48366,Texas,United States
ARWPVI31187FB3AF83,,England
AR3WOY11187B99CEBB,Tennessee,United States
ARGR0EI1187B9A8DFE,New York,United States
ARYS3391187FB49C89,Michigan,United States
ARE5LT91187B9B04DE,Wyoming,United States
AR2SHK21187B995F7D,Louisiana,United States
ARAK3X11187B98FCB1,,Mexico
ARD91BF1187FB385D5,,Argentina
AR2RFZP1187FB4B33E,,Sweden
AR2OPWW1187B9A5057,Washington,United States
ARWRMUE1187B9AC2CB,,England
ARQR3IB1187FB56EA8,Missouri,United States
AR8WV031187FB3F903,,Sweden
ARNBXYG1187FB54D38,,France
ARPR9W71187FB3723A,New York,United States
ARNC6DP1187FB5CBFB,,Ireland
AROJTFQ1187B9AFE0A,,England
ARGEBE81187B9928F0,,Spain
ARTVKKQ1187B997108,Montana,United States
ARHOQ6I1187B9AC8A0,,Australia
ARIMZTM1187FB40930,Kentucky,United States
ARW70HR1187B9A358C,,Mexico
AROB7AO1187B9B4F00,,England
ARGS03J1187FB5C98E,Mississippi,United States
AR1WC0X1187B991056,California,United States
ARYJ6RP1187B9B3827,Tennessee,United States
ARIZGZE1187B9B1451,California,United States
ARYYI011187FB3605B,Massachusetts,United States
ARJUQ121187B99417B,Florida,United States
AR7H76R1187B9B2575,,Germany
ARUDIQB1187B9AF725,California,United States
AREPWXH1187B99019B,,Canada
AREZWXB1187FB4958E,Florida,United States
AR9TJDR1187B9AC0D3,,Indonesia
ARNJBXZ1187B9965B4,,Germany
ARSC68Z1187FB4C341,New Jersey,United States
ARAKS681187FB4CB62,,Canada
ARLAUED1187B9ACEAF,,England
AR949HL1187B98FAB5,New York,United States
ARZER7I1187FB385AF,California,United States
ARHYDJK1187B9B8047,Mississippi,United States
ARZQMTK1187FB4611A,California,United States
ARWGJLF1187B9A7506,Kentucky,United States
ARDWUDB1187B992CD0,,Italy
AR1HUQI1187B9AA854,Ohio,United States
ARDCFNZ1187FB3DDB0,,Spain
ARTBFV61187FB3C250,California,United States
ARNFR6T1187FB4FBA3,Illinois,United States
ARRF8MO1187B99D4E4,,Australia
ARIKSPJ1187FB38300,Ohio,United States
ARLA0BN1187B98DE7F,,Sweden
ARHZKID1187B9AFC21,,England
ARPOV8N1187FB4D78F,Pennsylvania,United States
ARHC1SB1187FB3B4B7,,England
ARH1XAK1187B98F188,,England
AR00A6H1187FB5402A,Michigan,United States
ARUEAAZ1187B98EDAE,California,United States
AR16GSC1187B9A6291,California,United States
ARR3Y511187B9B2932,,England
AR31A9F1187B98EF53,Washington,United States
AR3QRJ91187B98E4C2,,France
ARNPMH91187B9A86BD,,Mexico
ARJWOHS1187FB4361D,,England
ARHBE3L1187FB3D306,New York,United States
AR4GJ3V1187FB4245B,Ohio,United States
ARJX5K01187B988CE4,Virginia,United States
AR7Q6B51187FB4CE64,Michigan,United States
AR4276G1187FB4CD6C,Pennsylvania,United States
ARH2SC11187B9B53D7,California,United States
ARM96XF1187B9A1643,,Spain
AR91DZT1187FB4C599,,England
ARJLK4N1187FB35EAF,Indiana,United States
ARZH0R61187FB422AE,Missouri,United States
ARAPFN61187B990019,Georgia,United States
AR6I54S1187FB48C6B,Maine,United States
ARDTPM51187FB5B488,California,United States
ARXJWVN123E29C2767,,France
ARABVXG1187FB576A9,,Australia
AR3AY3R1187FB52CF0,Texas,United States
ARZDYBC1187B9A3142,Arkansas,United States
ARWMIWT1187FB3D28D,,India
AR3UTZD1187B98B1EC,California,United States
ARGJ0911187FB4613F,New York,United States
AR3W8UN1187B9AF90A,,Japan
AR9KRXX1187FB39816,New York,United States
ARCXKY91187B9ACA99,,Canada
ARIVOIM1187B990643,Louisiana,United States
ARY7XSH1187B98CAF3,New York,United States
AR6A5RI1187FB39625,Ohio,United States
ARS67ZR1187FB4D327,,England
ARA7EEC1187FB4C392,,Germany
AROKZHH1187FB402C5,,England
ARGJ1ZL1187FB3FC38,New York,United States
ARN8DFO1187B9B91E0,Missouri,United States
ARDL7S81187FB37625,Washington,United States
ARYWKWZ1187FB53C75,Texas,United States
ARAROPA1187FB3832C,,Canada
ARJ01J01187FB4A3D7,California,United States
ARRYNPY1187B98DF32,New York,United States
ARLHWH71187FB4839A,Massachusetts,United States
ARF8JQ71187B994ED5,California,United States
ARBFJBI1187FB38472,Texas,United States
ARSWHKY1187B9B40B2,New York,United States
ARHDZYJ1187FB38530,,England
ARQC5251187B98D01D,California,United States
ARA7H7D1187FB48045,Michigan,United States
ARGPFYP1187B98F5CB,Ohio,United States
ARFDIVY1187B9A2B66,Massachusetts,United States
AR5SRYW1187B9B7A72,,United States
AR2FAMK1187FB4CF60,California,United States
AR66A1O1187B9B690A,Georgia,United States
ARY9KT31187FB4C2FA,Illinois,United States
ARZQ7QA1187B9AD08B,Minnesota,United States
AR08V2C1187FB3C879,Missouri,United States
ARF6C551187FB40741,Iowa,United States
AR01VU31187B997DA0,Michigan,United States
ART18T21187B98D04F,Oklahoma,United States
AR6HEHH1187B9985F9,Pennsylvania,United States
AROPXGU1187B98987F,Ohio,United States
ARBERTC1187B9ABD80,,Egypt
AR98J891187B99C3B6,,Canada
ART59BB1187FB3866E,South Carolina,United States
ARZSKZU1187FB4CE1E,Georgia,United States
ARDIHUE1187FB5783D,,England
ARY2HG61187B99886C,Illinois,United States
AR5TGNA1187B990B8D,,England
ARMX0891187FB3BFB5,Mississippi,United States
AR12O5K1187B98EE87,New Hampshire,United States
ARET4YD1187FB5B456,,Australia
ARZ9S861187B9B5B0A,Tennessee,United States
ARIEIPK1187B9ADF26,,Italy
ARB7XY71187B9B9A4D,Pennsylvania,United States
ARFJYTP1187FB52326,Illinois,United States
AREMIBQ1187FB3C7A1,,England
ARH6BN71187B990C51,Georgia,United States
AR87TK21187FB47067,Ohio,United States
AR5L6LN1187B9B573C,Montana,United States
ARZKO1V1187B991F69,Delaware,United States
ARXPP2T1187FB56515,Illinois,United States
ARPKK761187FB4D53C,Indiana,United States
ARO4D1T1187FB5AD3D,Florida,United States
ARJ9W3A1187FB40FE9,Massachusetts,United States
ARJ58TG1187FB45961,Ohio,United States
AR9T5981187B9B2E38,,Germany
AREVPVS1187B9AA2FA,,Japan
ARW19E01187B9AEB8D,Virginia,United States
AR1GT0N1187FB3B510,,England
AROOMY61187B9A743C,,England
ARWKFPM1187FB4E712,Washington,United States
AR8FOL11187B9AB678,,England
AR81NA61187FB4046A,New York,United States
ARHDRZ41187B98E019,Virginia,United States
ARBKIL81187FB3B809,Wisconsin,United States
AR3B7K91187B98C62E,New York,United States
AR61QQL1187FB3A48E,,England
ARBONJA1187FB389F9,Alabama,United States
AR17ELZ1187B99026E,New York,United States
ARIA9YD1187B9B3411,,Germany
ARQ3EJL1187B98BF06,Michigan,United States
ARDEBMB1187B9B7CBA,,England
ARAOAKL1187FB4F2FD,,Wales
ARWM8IL1187B98DD7C,Florida,United States
ARKWI7M1187B9B7713,Texas,United States
ARYPORX1187FB52FBD,New York,United States
AR2R67I1187FB4FF3E,Louisiana,United States
ARA80CI1187B991D9D,,Sweden
ARY7VSU1187B9B8FC4,,England
ARP3RF91187FB38FCD,,England
ARZ3TJ01187B989C6E,Massachusetts,United States
AR714KG1187FB58FCB,,India
ARI6QQE1187FB3E79A,,England
ARGU8CB1187FB471BE,Florida,United States
ARRZZGC1187B993590,,Italy
ARNZRG71187FB42DCD,,Czech Republic
ARTY3711187B9AB37D,Illinois,United States
ARFS2MY1187FB40893,California,United States
AR6U7F11187FB532AE,Ohio,United States
